id,date,country,deaths
909,2020-06-21,Spain,1
910,2020-06-21,United Kingdom,43
911,2020-06-21,France,7
912,2020-06-21,US,258
913,2020-06-22,Italy,23
914,2020-06-22,"Korea, South",1
915,2020-06-22,Spain,1
916,2020-06-22,United Kingdom,14
917,2020-06-22,France,23
918,2020-06-22,US,425
919,2020-06-23,Italy,18
920,2020-06-23,"Korea, South",0
921,2020-06-23,Spain,1
922,2020-06-23,United Kingdom,280
923,2020-06-23,France,57
924,2020-06-23,US,826
925,2020-06-24,Italy,-31
926,2020-06-24,"Korea, South",1
927,2020-06-24,Spain,2
928,2020-06-24,United Kingdom,154
929,2020-06-24,France,11
930,2020-06-24,US,754
931,2020-06-25,Italy,34
932,2020-06-25,"Korea, South",0
933,2020-06-25,Spain,3
